URI,rdf-schema#label,rdf-schema#comment,assembly_label,assembly,automobilePlatform_label,automobilePlatform,bodyStyle_label,bodyStyle,class_label,class,designCompany_label,designCompany,designer_label,designer,engine_label,engine,fuelCapacity,height,layout_label,layout,length,manufacturer_label,manufacturer,modelEndYear,modelStartYear,parentCompany_label,parentCompany,predecessor_label,predecessor,productionEndDate,productionEndYear,productionStartDate,productionStartYear,relatedMeanOfTransportation_label,relatedMeanOfTransportation,sales_label,sales,successor_label,successor,thumbnail_label,thumbnail,transmission,variantOf_label,variantOf,vehicle_label,vehicle,weight,wheelbase,width,point,22-rdf-syntax-ns#type_label,22-rdf-syntax-ns#type,wgs84_pos#lat,wgs84_pos#long,depiction_label,depiction,name
http://dbpedia.org/resource/Daihatsu_Luxio,Daihatsu Luxio,'Daihatsu Luxio' is a minibus car manufactured by the Japanese automotive manufacturer Daihatsu in Indonesia through PT. Astra Daihatsu Motor. This car was first introduced on February 26 2009. This car is a luxury version of the Daihatsu Gran Max minibus and is intended as a passenger vehicle compared to Gran Max is more intended as a commercial vehicle.,{Karawang|West Java},{http://dbpedia.org/resource/Karawang|http://dbpedia.org/resource/West_Java},NULL,NULL,Van,http://dbpedia.org/resource/Van,Minivan,http://dbpedia.org/resource/Minivan,NULL,NULL,NULL,NULL,Daihatsu_Luxio__1,http://dbpedia.org/resource/Daihatsu_Luxio__1,NULL,0.001915,NULL,NULL,0.004165,Daihatsu,http://dbpedia.org/resource/Daihatsu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2009-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{manual 5 percepatan|otomatis 4 percepatan},NULL,NULL,NULL,NULL,1850.0,0.00265,0.001665,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Daihatsu Luxio
